name,oldest_mya,youngest_mya,lat,lng,country_code
Masiakasaurus knopfleri,72.2,66.0,-15.91,46.58,MG
Rhabdodon,83.6,72.2,43.5,5.73,FR
Edmontosaurus regalis,72.2,66.0,51.46,-112.73,CA
Albertosaurus,72.2,66.0,51.55,-112.88,CA
Pachyrhinosaurus canadensis,72.2,66.0,51.55,-112.88,CA
Edmontosaurus regalis,72.2,66.0,51.55,-112.88,CA
Pachyrhinosaurus,83.6,72.2,55.02,-119.43,CA
Atsinganosaurus velauciensis,83.6,72.2,43.53,5.2,FR
Matheronodon provincialis,83.6,72.2,43.53,5.2,FR
Pachyrhinosaurus,72.2,66.0,54.98,-119.56,CA
Balochisaurus malkani,72.2,66.0,29.7,69.4,PK
Khetranisaurus barkhani,72.2,66.0,29.7,69.4,PK
Sulaimanisaurus gingerichi,72.2,66.0,29.7,69.4,PK
Pakisaurus balochistani,72.2,66.0,29.68,69.37,PK
Balochisaurus malkani,72.2,66.0,29.69,69.4,PK
Balochisaurus malkani,72.2,66.0,29.69,69.4,PK
Balochisaurus malkani,72.2,66.0,29.69,69.4,PK
Khetranisaurus barkhani,72.2,66.0,29.69,69.4,PK
Imrankhanhero zilefatmi,72.2,66.0,29.7,69.4,PK
Khanazeem saraikistani,72.2,66.0,29.7,69.4,PK
Balochisaurus malkani,72.2,66.0,29.68,69.39,PK
Pakisaurus balochistani,72.2,66.0,29.68,69.39,PK
Sulaimanisaurus gingerichi,72.2,66.0,29.68,69.39,PK
Khetranisaurus barkhani,72.2,66.0,29.68,69.39,PK
Balochisaurus malkani,72.2,66.0,29.68,69.39,PK
Nicksaurus razashahi,72.2,66.0,29.68,69.39,PK
Khanazeem saraikistani,72.2,66.0,29.69,69.4,PK
Balochisaurus malkani,72.2,66.0,29.69,69.4,PK
Pakisaurus balochistani,72.2,66.0,29.69,69.4,PK
Khetranisaurus barkhani,72.2,66.0,29.77,69.45,PK
Pakisaurus balochistani,72.2,66.0,29.77,69.45,PK
Pakisaurus balochistani,72.2,66.0,29.71,69.49,PK
Balochisaurus malkani,72.2,66.0,29.77,69.45,PK
Pakisaurus balochistani,72.2,66.0,29.76,69.55,PK
Pakisaurus balochistani,72.2,66.0,29.7,69.4,PK
Vitakrisaurus saraiki,72.2,66.0,29.7,69.4,PK
Vitakridrinda sulaimani,72.2,66.0,29.68,69.39,PK
Vitakridrinda sulaimani,72.2,66.0,29.69,69.4,PK
Vitakrisaurus saraiki,72.2,66.0,29.68,69.37,PK
Pakisaurus,72.2,66.0,27.76,67.17,PK
Vitakridrinda sulaimani,72.2,66.0,27.76,67.17,PK
Gspsaurus pakistani,72.2,66.0,29.69,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.68,69.39,PK
Gspsaurus pakistani,72.2,66.0,29.69,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.68,69.39,PK
Saraikimasoom vitakri,72.2,66.0,29.68,69.39,PK
Saraikimasoom vitakri,72.2,66.0,29.69,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.71,69.49,PK
Saraikimasoom vitakri,72.2,66.0,29.7,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.77,69.45,PK
Saraikimasoom vitakri,72.2,66.0,29.68,69.37,PK
Gspsaurus pakistani,72.2,66.0,29.69,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.69,69.4,PK
Gspsaurus pakistani,72.2,66.0,29.68,69.39,PK
Gspsaurus pakistani,72.2,66.0,29.69,69.4,PK
Ikqaumishan smqureshi,72.2,66.0,29.77,69.45,PK
Gspsaurus pakistani,72.2,66.0,29.77,69.45,PK
Gspsaurus pakistani,72.2,66.0,29.7,69.4,PK
Tlatolophus galorum,83.6,72.2,25.45,-101.68,MX
Saraikimasoom vitakri,72.2,66.0,27.76,67.17,PK
Qaikshaheen masoomniazi,72.2,66.0,29.7,69.4,PK
Saraikimasoom vitakri,72.2,66.0,29.77,69.45,PK
Saraikimasoom vitakri,72.2,66.0,29.69,69.4,PK
Velafrons coahuilensis,83.6,72.2,25.62,-101.05,MX
Hypacrosaurus stebingeri,83.6,72.2,48.63,-113.75,US
Zalmoxes,72.2,66.0,45.58,22.93,RO
Zalmoxes,72.2,66.0,45.58,22.93,RO
Barosaurus,154.8,143.1,39.01,-111.02,US
Allosaurus fragilis,154.8,143.1,39.01,-111.02,US
Dryosaurus,154.8,143.1,39.01,-111.02,US
Coelurus,154.8,143.1,39.01,-111.02,US
Apatosaurus,154.8,143.1,39.01,-111.02,US
Camarasaurus,154.8,143.1,39.01,-111.02,US
Stegosaurus,154.8,143.1,39.01,-111.02,US
Ceratosaurus,154.8,143.1,39.01,-111.02,US
Camptosaurus,154.8,143.1,39.01,-111.02,US
Wulong bohaiensis,121.4,113.2,43.64,120.43,CN
Fylax thyrakolasus,72.2,66.0,41.87,0.88,ES
Dromiceiomimus brevitertius,72.2,66.0,51.95,-112.94,CA
Ornithomimus,83.6,72.2,50.78,-111.38,CA
Wintonotitan wattsi,100.5,89.8,-26.68,142.59,AU
Massospondylus,237.0,227.3,-16.73,28.69,ZW
Isisaurus colberti,72.2,66.0,29.71,69.49,PK
Isisaurus colberti,72.2,66.0,29.7,69.4,PK
Vitakrisaurus saraiki,72.2,66.0,27.76,67.17,PK
Camarasaurus,149.2,145.06,38.55,-105.24,US
Megalosaurus,165.3,161.5,47.11,6.08,FR
Tarbosaurus bataar,72.2,66.0,43.57,100.48,MN
Saurolophus,72.2,66.0,43.61,100.57,MN
Triceratops,72.2,66.0,47.61,-106.96,US
Triceratops,72.2,66.0,47.53,-107.02,US
Triceratops,72.2,66.0,47.54,-107.05,US
Elmisaurus rarus,72.2,66.0,43.87,100.01,MN
Portellsaurus sosbaynati,125.77,121.4,40.59,-0.28,ES
Avimimus nemegtensis,72.2,66.0,43.48,101.04,MN
Murusraptor barrosaensis,89.8,85.7,-38.85,-68.84,AR
Dacentrurus armatus,149.2,143.1,39.35,-9.32,PT
Stegosaurus,152.21,149.2,39.17,-9.2,PT
Silutitan sinensis,137.05,132.6,42.75,92.5,CN
Hamititan xinjiangensis,137.05,132.6,42.75,92.5,CN
Saurolophus angustirostris,72.2,66.0,43.44,100.37,MN
Brontosaurus,154.8,143.1,44.84,-111.73,US
Scutellosaurus lawleri,199.5,184.2,35.73,-111.07,US
Ornithomimus,83.6,72.2,34.61,-78.6,US
Telmatosaurus transsylvanicus,72.2,66.0,45.55,22.92,RO
Paronychodon,72.2,66.0,45.55,22.92,RO
Zalmoxes,72.2,66.0,45.55,22.92,RO
Struthiosaurus,72.2,66.0,45.55,22.92,RO
Zalmoxes,72.2,66.0,45.49,23.09,RO
Richardoestesia,72.2,66.0,45.6,22.85,RO
Struthiosaurus,72.2,66.0,45.58,22.93,RO
Telmatosaurus,72.2,66.0,45.56,22.92,RO
Zalmoxes,72.2,66.0,45.56,22.92,RO
Petrustitan hungaricus,72.2,66.0,45.56,22.92,RO
Zalmoxes,72.2,66.0,45.54,22.91,RO
Telmatosaurus,72.2,66.0,45.54,22.91,RO
Telmatosaurus,72.2,66.0,45.54,22.91,RO
Zalmoxes,72.2,66.0,45.54,22.91,RO
Telmatosaurus,72.2,66.0,45.55,22.92,RO
Zalmoxes,72.2,66.0,45.55,22.92,RO
Zalmoxes,72.2,66.0,45.54,22.91,RO
Telmatosaurus,72.2,66.0,45.53,22.91,RO
Protohadros,100.5,93.9,32.98,-97.06,US
Richardoestesia isosceles,72.2,66.0,52.33,-113.12,CA
Centrosaurus apertus,83.6,72.2,49.23,-110.69,CA
Thescelosaurus,72.2,66.0,45.6,-103.76,US
Gorgosaurus libratus,83.6,72.2,50.41,-110.29,CA
Nevadadromeus schmitti,100.5,93.9,36.42,-114.55,US
Alamosaurus sanjuanensis,83.6,72.2,35.69,-106.87,US
Glyptodontopelta mimus,83.6,72.2,36.51,-108.32,US
Glyptodontopelta mimus,83.6,72.2,36.51,-108.32,US
Glyptodontopelta mimus,83.6,72.2,36.51,-108.32,US
Alamosaurus sanjuanensis,83.6,72.2,36.51,-108.32,US
Troodon,83.6,72.2,46.42,-109.27,US
Edmontosaurus,72.2,66.0,69.83,-151.52,US
Dromaeosaurus albertensis,83.6,72.2,49.12,-110.47,CA
Richardoestesia gilmorei,83.6,72.2,49.12,-110.47,CA
Palintropus,83.6,72.2,49.12,-110.47,CA
Iguanodon,137.05,132.6,51.07,-0.07,UK
Iguanodon,137.05,132.6,51.07,-0.07,UK
Iguanodon,132.6,125.77,51.1,-0.32,UK
Valdosaurus,132.6,125.77,51.1,-0.32,UK
Iguanodon,132.6,121.4,50.65,-1.46,UK
Iguanodon,132.6,119.57,50.62,-1.35,UK
Megalosaurus,139.1,113.2,50.63,-1.42,UK
Iguanodon,139.1,113.2,50.63,-1.42,UK
Pentaceratops sternbergii,83.6,72.2,36.29,-108.55,US
Valdosaurus,137.05,132.6,51.09,-0.17,UK
Valdosaurus,137.05,132.6,51.09,-0.3,UK
Valdosaurus,137.05,132.6,51.04,-0.37,UK
Hylaeosaurus,137.05,132.6,51.09,-0.3,UK
Megalosaurus,137.05,132.6,51.09,-0.3,UK
Iguanodon,137.05,132.6,51.09,-0.3,UK
Pinacosaurus hilwitnorum,83.6,72.2,43.66,100.9,MN
Pendraig milnerae,237.0,227.3,51.46,-3.38,UK
Yunnanosaurus youngi,192.9,184.2,25.95,101.91,CN
Megalosaurus,72.2,66.0,19.45,79.19,IN
Utahraptor,137.05,132.6,38.85,-109.66,US
Cedarpelta bilbeyhallorum,121.4,100.5,39.18,-110.11,US
Acrocanthosaurus,121.4,100.5,39.18,-110.11,US
Deinonychus,100.5,93.9,40.44,-109.31,US
Sauroposeidon,113.2,100.5,34.09,-93.88,US
Acrocanthosaurus atokensis,113.2,100.5,34.09,-93.88,US
Deinonychus antirrhopus,113.2,100.5,34.09,-93.88,US
Richardoestesia,113.2,100.5,34.09,-93.88,US
Guaibasaurus candelariensis,227.3,205.7,-29.68,-52.84,BR
Chindesaurus,227.3,205.7,36.32,-106.48,US
Krzyzanowskisaurus hunti,237.0,227.3,35.51,-105.98,US
Krzyzanowskisaurus hunti,237.0,227.3,35.51,-105.98,US
Troodon,83.6,72.2,47.77,-112.29,US
Spicomellus afer,168.2,161.5,33.15,-5.12,MA
Ceratosuchops inferodios,125.77,121.4,50.64,-1.43,UK
Ulughbegsaurus uzbekistanensis,93.9,89.8,42.12,62.66,UZ
Eolambia caroljonesa,100.5,93.9,38.72,-111.21,US
Eolambia caroljonesa,100.5,93.9,39.0,-111.0,US
Eolambia caroljonesa,100.5,93.9,38.68,-111.25,US
Eolambia caroljonesa,100.5,93.9,38.69,-111.06,US
Ypupiara lopai,72.2,66.0,-19.72,-47.74,BR
Kansaignathus sogdianus,85.7,83.6,40.49,69.7,TJ
Kuru kulla,83.6,72.2,43.49,101.15,MN
Stegosaurus,154.8,143.1,42.15,-105.92,US
Stegosaurus,154.8,143.1,42.15,-105.92,US
Brontosaurus excelsus,154.8,143.1,42.15,-105.92,US
Camarasaurus,154.8,143.1,42.15,-105.92,US
Camptosaurus,154.8,143.1,42.04,-106.39,US
Euoplocephalus tutus,83.6,72.2,50.75,-111.42,CA
Berthasaura leopoldinae,121.4,72.2,-26.78,-53.06,BR
Xunmenglong yingliangis,132.6,125.77,41.2,116.65,CN
Scelidosaurus harrisonii,199.5,192.9,50.73,-2.92,UK
Scelidosaurus harrisonii,199.5,192.9,50.73,-2.91,UK
Scelidosaurus harrisonii,199.5,192.9,50.73,-2.91,UK
Scelidosaurus harrisonii,199.5,192.9,50.73,-2.91,UK
Scelidosaurus harrisonii,199.5,192.9,50.74,-2.9,UK
Deinonychus antirrhopus,121.4,100.5,34.16,-95.82,US
Tenontosaurus tilletti,121.4,100.5,34.16,-95.82,US
Tenontosaurus,121.4,100.5,34.16,-95.82,US
Acrocanthosaurus,121.4,100.5,34.16,-95.82,US
Tenontosaurus,121.4,100.5,34.16,-95.82,US
Stegouros elengassen,83.6,66.0,-50.71,-72.54,CL
Rhomaleopakhus turpanensis,152.21,143.1,42.87,90.17,CN
Tyrannosaurus rex,72.2,66.0,45.65,-103.62,US
Tyrannosaurus rex,72.2,66.0,47.89,-106.31,US
Paronychodon asiaticus,100.5,93.9,40.1,65.8,UZ
Richardoestesia asiatica,100.5,93.9,40.1,65.8,UZ
Paronychodon asiaticus,100.5,93.9,40.1,65.8,UZ
Richardoestesia asiatica,100.5,93.9,40.1,65.8,UZ
Paronychodon asiaticus,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Paronychodon asiaticus,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Paronychodon asiaticus,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,42.12,62.66,UZ
Richardoestesia asiatica,93.9,89.8,41.29,61.5,UZ
Paronychodon asiaticus,93.9,89.8,41.78,63.78,UZ
Plateosaurus,205.7,201.4,48.07,8.65,DE
Plateosaurus trossingensis,227.3,205.7,48.07,8.65,DE
Plateosaurus,227.3,205.7,48.07,8.65,DE
Parksosaurus warreni,72.2,66.0,51.71,-112.93,CA
Alamosaurus,72.2,66.0,39.05,-111.27,US
Tenontosaurus,106.3,100.5,40.5,-109.36,US
Heterodontosaurus tucki,201.4,192.9,-30.57,27.43,ZA
Archaeodontosaurus descouensi,168.2,165.3,-16.43,47.15,MG
Avimaia schweitzerae,121.4,113.2,39.86,96.78,CN
Isisaurus colberti,72.2,66.0,21.42,78.0,IN
Zby atlanticus,152.21,149.2,39.22,-9.34,PT
Torvosaurus gurneyi,152.21,149.2,39.22,-9.34,PT
Niebla antiqua,72.2,66.0,-39.51,-67.39,AR
Tralkasaurus cuyi,110.1,106.3,-39.4,-68.62,AR
Himeoolithus murakamii,113.2,110.1,35.08,135.11,JP
Subtiliolithus hyogoensis,113.2,110.1,35.08,135.11,JP
Koleken inakayali,72.2,66.0,-42.96,-67.55,AR
Neuquensaurus australis,72.2,66.0,-26.07,-65.37,AR
Caenagnathasia martinsoni,93.9,89.8,42.12,62.66,UZ
Caenagnathasia martinsoni,93.9,89.8,42.12,62.66,UZ
Caenagnathasia martinsoni,93.9,89.8,42.12,62.66,UZ
Caenagnathasia martinsoni,93.9,89.8,42.12,62.66,UZ
Caenagnathasia martinsoni,93.9,89.8,42.12,62.66,UZ
Edmontosaurus annectens,72.2,66.0,47.52,-106.9,US
Tarbosaurus bataar,89.8,83.6,36.92,120.62,CN
Rapetosaurus krausei,72.2,66.0,-16.12,45.74,MG
Afrovenator abakensis,161.5,143.1,16.42,7.72,NE
Aeolosaurus,72.2,66.0,-32.64,-57.75,UY
Yongjinglong datangi,125.77,113.2,35.81,103.77,CN
Brighstoneus simmondsi,125.77,121.4,50.64,-1.41,UK
Xingtianosaurus ganqi,125.77,119.57,39.88,123.44,CN
Gallimimus,72.2,66.0,43.82,99.98,MN
Brachiosaurus,154.8,143.1,44.06,-106.72,US
Camarasaurus,154.8,143.1,44.06,-106.72,US
Allosaurus,154.8,143.1,44.06,-106.72,US
Aratasaurus museunacionali,113.2,110.1,-7.13,-39.44,BR
Arcovenator,83.6,72.2,42.66,-2.63,ES
Paronychodon,83.6,72.2,42.66,-2.63,ES
Richardoestesia,83.6,72.2,42.66,-2.63,ES
Richardoestesia,83.6,72.2,42.66,-2.63,ES
Paronychodon,93.9,89.8,47.67,14.8,AT
Hesperornis rossicus,83.6,72.2,44.68,39.08,RU
Arcovenator,83.6,66.0,39.6,-0.97,ES
Paronychodon,72.2,66.0,45.62,22.78,RO
Richardoestesia,72.2,66.0,45.62,22.78,RO
Edmontosaurus annectens,72.2,66.0,45.05,-102.19,US
Tyrannosaurus rex,72.2,66.0,45.0,-103.19,US
Nanotyrannus lancensis,72.2,66.0,45.0,-103.19,US
Ornithomimus,72.2,66.0,45.0,-103.19,US
Anzu wyliei,72.2,66.0,45.0,-103.19,US
Dakotaraptor steini,72.2,66.0,45.0,-103.19,US
Acheroraptor temertyorum,72.2,66.0,45.0,-103.19,US
Saurornitholestes,72.2,66.0,45.0,-103.19,US
Richardoestesia,72.2,66.0,45.0,-103.19,US
Troodon,72.2,66.0,45.0,-103.19,US
Albertonykus,72.2,66.0,45.0,-103.19,US
Pectinodon bakkeri,72.2,66.0,45.0,-103.19,US
Paronychodon,72.2,66.0,45.0,-103.19,US
Edmontosaurus annectens,72.2,66.0,45.0,-103.19,US
Triceratops,72.2,66.0,45.0,-103.19,US
Torosaurus,72.2,66.0,45.0,-103.19,US
Leptoceratops,72.2,66.0,45.0,-103.19,US
Pachycephalosaurus,72.2,66.0,45.0,-103.19,US
Pachycephalosaurus wyomingensis,72.2,66.0,45.0,-103.19,US
Thescelosaurus neglectus,72.2,66.0,45.0,-103.19,US
Edmontonia,72.2,66.0,45.0,-103.19,US
Ankylosaurus magniventris,72.2,66.0,45.0,-103.19,US
Triceratops horridus,72.2,66.0,45.0,-103.14,US
Triceratops,72.2,66.0,45.01,-103.16,US
Triceratops,72.2,66.0,45.01,-103.16,US
Triceratops,72.2,66.0,45.01,-103.16,US
Thescelosaurus,72.2,66.0,46.0,-103.19,US
Triceratops,72.2,66.0,45.0,-103.19,US
Spinosaurus aegyptiacus,100.5,93.9,31.55,-2.43,DZ
Spinosaurus aegyptiacus,100.5,93.9,32.04,-2.58,DZ
Thanos simonattoi,85.7,72.2,-21.03,-49.21,BR
Kurupi itaata,72.2,66.0,-21.29,-48.52,BR
Liaoningvenator curriei,125.77,119.57,41.78,120.76,CN
Sinovenator changii,125.77,119.57,41.78,120.76,CN
Changmiania liaoningensis,125.77,119.57,41.78,120.76,CN
Psittacosaurus,125.77,119.57,41.78,120.76,CN
Daliansaurus liaoningensis,125.77,119.57,41.78,120.76,CN
Nagatitan chaiyaphumensis,121.4,100.5,15.76,101.77,TH
Segnosaurus,93.9,83.6,43.14,107.52,MN
Segnosaurus galbinensis,100.5,83.6,43.46,107.49,MN
Segnosaurus galbinensis,100.5,83.6,44.45,107.38,MN
Australovenator wintonensis,113.2,110.1,-38.85,143.55,AU
Sinocalliopteryx,125.77,119.57,41.6,120.87,CN
Petrustitan hungaricus,72.2,66.0,45.99,23.59,RO
Megalosaurus,139.1,137.05,50.6,-2.01,UK
Vectiraptor greeni,125.77,121.4,50.66,-1.47,UK
Edmontosaurus annectens,72.2,66.0,47.19,-104.97,US
Galeamopus,154.8,143.1,43.65,-106.78,US
Apatosaurus,149.2,143.1,38.78,-109.72,US
Apatosaurus,154.8,143.1,35.34,-107.81,US
Stegosaurus,154.8,143.1,35.1,-107.23,US
Stegosaurus,149.2,143.1,38.45,-107.4,US
Triceratops horridus,72.2,66.0,44.71,-103.06,US
Triceratops,72.2,66.0,43.67,-104.27,US
Triceratops,72.2,66.0,43.67,-104.27,US
Diamantinasaurus matildae,100.5,93.9,-22.2,142.53,AU
Bashanosaurus primitivus,168.2,161.5,30.94,108.75,CN
Ondogurvel alifanovi,83.6,72.2,43.49,101.28,MN
Musivavis amabilis,121.4,113.2,43.64,120.43,CN
Yuxisaurus kopchicki,192.9,184.2,24.65,102.24,CN
Alnashetri cerropoliciensis,113.2,110.1,-39.63,-68.7,AR
Buitreraptor gonzalezorum,113.2,110.1,-39.63,-68.7,AR
Triceratops horridus,72.2,66.0,45.05,-102.88,US
Haplocanthosaurus,149.2,145.06,40.44,-109.3,US
Haplocanthosaurus,154.8,149.2,40.45,-109.43,US
Camarasaurus,152.21,143.1,42.52,-106.74,US
Panoplosaurus rugosidens,72.2,66.0,43.28,-104.38,US
Ornithomimus,72.2,66.0,43.14,-104.58,US
Triceratops,72.2,66.0,47.48,-104.48,US
Tyrannosaurus rex,72.2,66.0,47.48,-104.48,US
Triceratops,72.2,66.0,47.48,-104.48,US
Acrocanthosaurus atokensis,110.1,93.9,44.98,-108.32,US
Sauroposeidon proteles,110.1,93.9,44.98,-108.32,US
Albertosaurus,83.6,72.2,31.14,-109.81,MX
Camptosaurus,154.8,143.1,39.94,-1.01,ES
Guemesia ochoai,83.6,66.0,-24.84,-65.39,AR
Bagaceratops,83.6,72.2,43.94,101.33,MN
Protoceratops andrewsi,83.6,72.2,43.94,101.33,MN
Protoceratops,100.5,66.0,43.61,102.53,MN
Psittacosaurus neimongoliensis,143.1,100.5,39.66,109.74,CN
Camarasaurus,154.8,143.1,44.68,-104.6,US
Saurolophus,72.2,66.0,43.5,101.05,MN
Richardoestesia,83.6,66.0,40.03,-108.85,US
Leaellynasaura amicagraphica,113.2,110.1,-38.85,143.55,AU
Atlascopcosaurus loadsi,113.2,110.1,-38.85,143.55,AU
Galleonosaurus dorisae,113.2,110.1,-38.85,143.55,AU
Atlascopcosaurus loadsi,113.2,110.1,-38.85,143.55,AU
Dacentrurus,143.1,137.05,45.64,0.08,FR
Nuthetes,143.1,137.05,45.64,0.08,FR
Astigmasaura genuflexa,110.1,106.3,-37.97,-69.23,AR
Tarchia tumanovae,72.2,66.0,43.47,99.83,MN
Triceratops,72.2,66.0,50.21,-107.37,CA
Tyrannosaurus,72.2,66.0,50.21,-107.37,CA
Yulong mini,72.2,66.0,34.05,111.63,CN
Triceratops,72.2,66.0,46.29,-103.92,US
Khulsanurus magnificus,83.6,72.2,43.47,101.52,MN
Alamosaurus sanjuanensis,72.2,66.0,29.0,-103.82,MX
Ornithomimus,72.2,66.0,51.92,-112.93,CA
Struthiomimus,72.2,66.0,52.08,-112.98,CA
Isasicursor santacrucensis,72.2,66.0,-50.51,-72.56,AR
Carcharodontosaurus saharicus,100.5,93.9,30.51,-4.84,MA
Iyuku raathi,137.05,132.6,-33.44,25.45,ZA
Carcharodontosaurus,121.4,119.57,32.69,10.26,TN
Carcharodontosaurus,121.4,113.2,32.17,10.4,TN
Carcharodontosaurus,132.6,113.2,32.87,10.38,TN
Carcharodontosaurus saharicus,113.2,100.5,33.18,10.26,TN
Spinosaurus,113.2,100.5,33.18,10.26,TN
Baryonyx,119.57,110.1,33.12,10.27,TN
Carcharodontosaurus saharicus,119.57,110.1,33.12,10.27,TN
Megalosaurus,121.4,113.2,42.2,-2.28,ES
Megalosaurus,121.4,113.2,42.2,-2.29,ES
Megalosaurus,121.4,113.2,42.2,-2.29,ES
Iguanodon,121.4,113.2,42.2,-2.3,ES
Iguanodon,121.4,113.2,42.23,-2.48,ES
Dacentrurus armatus,152.21,143.1,40.12,-1.15,ES
Turiasaurus riodevensis,154.8,143.1,40.12,-1.15,ES
Chirostenotes,83.6,72.2,55.07,-118.69,CA
Ibirania parva,85.7,72.2,-20.99,-49.26,BR
Ibirania parva,85.7,72.2,-20.99,-49.26,BR
Richardoestesia,83.6,72.2,25.67,-101.3,MX
Coahuilasaurus lipani,83.6,72.2,25.47,-101.7,MX
Agujaceratops mariscalensis,83.6,72.2,28.94,-103.37,MX
Richardoestesia,83.6,72.2,30.05,-115.76,MX
Richardoestesia,83.6,72.2,30.05,-115.76,MX
Triceratops,72.2,66.0,47.32,-107.15,US
Torosaurus,83.6,72.2,36.51,-108.32,US
Oryctodromeus,106.3,93.9,43.14,-111.27,US
Oryctodromeus,106.3,93.9,42.97,-111.27,US
Sauropelta,106.3,93.9,42.97,-111.27,US
Oryctodromeus,106.3,93.9,43.16,-111.29,US
Oryctodromeus,106.3,93.9,43.16,-111.29,US
Oryctodromeus,106.3,93.9,43.16,-111.29,US
Oryctodromeus,106.3,93.9,43.16,-111.29,US
Oryctodromeus,106.3,93.9,43.16,-111.29,US
Oryctodromeus,106.3,93.9,43.14,-111.27,US
Deinonychus antirrhopus,113.2,100.5,46.3,-109.71,US
Spinostropheus gautieri,161.5,143.1,16.63,7.31,NE
Paralititan,100.5,93.9,28.37,9.38,DZ
Spinosaurus,100.5,93.9,28.37,9.38,DZ
Carcharodontosaurus saharicus,100.5,93.9,28.37,9.38,DZ
Deltadromeus,100.5,93.9,28.37,9.38,DZ
Agujaceratops mariscalensis,83.6,72.2,29.37,-104.27,MX
Allosaurus,154.8,143.1,44.66,-107.85,US
Apatosaurus,154.8,143.1,44.66,-107.85,US
Camptosaurus,154.8,143.1,44.66,-107.85,US
Stegosaurus,154.8,143.1,44.66,-107.85,US
Camarasaurus,154.8,143.1,44.66,-107.85,US
Diplodocus,154.8,143.1,44.66,-107.85,US
Allosaurus,154.8,143.1,44.66,-107.85,US
Brachylophosaurus canadensis,83.6,72.2,48.56,-107.78,US
Deinonychus antirrhopus,121.4,110.1,45.49,-108.73,US
Riparovenator milnerae,125.77,121.4,50.64,-1.43,UK
Ulughbegsaurus uzbekistanensis,93.9,89.8,42.12,62.66,UZ
Triceratops,72.2,66.0,47.72,-106.53,US
Triceratops,72.2,66.0,47.73,-106.26,US
Triceratops,72.2,66.0,47.6,-106.92,US
Cetiosaurus,125.77,121.4,50.65,-1.46,UK
Lufengosaurus magnus,174.7,168.2,29.39,104.82,CN
Antetonitrus ingenipes,201.4,192.9,-28.94,27.06,ZA
Valdosaurus canaliculatus,132.6,121.4,50.64,-1.43,UK
Mantellisaurus atherfieldensis,125.77,121.4,50.65,-1.46,UK
Iguanodon bernissartensis,132.6,121.4,50.63,-1.4,UK
Iguanodon,132.6,121.4,50.63,-1.41,UK
Iguanodon,137.05,132.6,51.09,-0.17,UK
Mantellisaurus atherfieldensis,139.1,119.57,50.62,-1.37,UK
Parasaurolophus,83.6,72.2,50.74,-111.51,CA
Allosaurus,157.9,143.1,40.67,-105.19,US
Plateosaurus,227.3,205.7,47.49,8.02,CH
Yuzhoulong qurenensis,168.2,161.5,30.94,108.75,CN
Baurutitan britoi,72.2,66.0,-19.73,-47.75,BR
Caieiria allocaudata,72.2,66.0,-19.72,-47.74,BR
Mbiresaurus raathi,237.0,227.3,-16.1,30.47,ZW
Mbiresaurus raathi,237.0,227.3,-16.1,30.47,ZW
Mbiresaurus raathi,237.0,227.3,-16.1,30.47,ZW
Mbiresaurus raathi,237.0,227.3,-16.1,30.47,ZW
Iani smithi,100.5,93.9,38.72,-111.19,US
Fona herzogae,100.5,93.9,38.71,-111.2,US
Monoclonius,83.6,72.2,47.74,-109.62,US
Triceratops,72.2,66.0,47.55,-107.12,US
Ruixinia zhangi,125.77,119.57,41.47,120.76,CN
Gamatavus antiquus,241.464,237.0,-29.78,-54.1,BR
Tuebingosaurus maierfritzorum,227.3,205.7,48.07,8.65,DE
Triceratops prorsus,72.2,66.0,49.06,-107.28,CA
Triceratops prorsus,72.2,66.0,49.01,-106.64,CA
Triceratops prorsus,72.2,66.0,49.5,-109.05,CA
Minimocursor phunoiensis,149.2,137.05,16.65,102.25,TH
Spinosaurus,100.5,93.9,16.28,10.53,NE
Carcharodontosaurus,100.5,93.9,16.28,10.53,NE
Dromaeosaurus,72.2,66.0,40.95,-104.92,US
Napaisaurus guangxiensis,121.4,113.2,22.37,107.99,CN
Richardoestesia,137.05,132.6,51.2,106.29,RU
Iguanodon,125.77,121.4,40.57,-0.68,ES
Chucarosaurus diripienda,110.1,106.3,-39.4,-68.62,AR
Gallimimus,72.2,66.0,43.86,99.97,MN
Richardoestesia,72.2,66.0,36.31,-108.05,US
Richardoestesia,83.6,72.2,36.51,-108.32,US
Paronychodon,83.6,72.2,36.51,-108.32,US
Tenontosaurus,119.57,113.2,39.07,-76.87,US
Deinonychus,119.57,113.2,39.07,-76.87,US
Acrocanthosaurus,119.57,113.2,39.07,-76.87,US
Coelurus,119.57,113.2,39.07,-76.87,US
Richardoestesia,119.57,113.2,39.07,-76.87,US
Acrocanthosaurus atokensis,110.1,93.9,44.98,-108.32,US
Daspletosaurus wilsoni,83.6,72.2,48.41,-106.87,US
